"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"HIGH HEAVENS LLC                             ";"421280";"6035472820010001";"4564 WINDEMERE ST             ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986325097";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH HOPES INVESTMENTS                       ";"422596";"6035978660010002";"9640C 16TH AVE SW             ";"                         ";"SEATTLE                 ";"WA";"KING";"981062827";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH IQ, LLC                                 ";"420546";"6035486760010001";"10405 SE MILL PLAIN BLVD STE C";"                         ";"VANCOUVER               ";"WA";"CLARK";"986644590";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH ON 99                                   ";"415238";"6033534320010002";"15919 HWY 99                  ";"                         ";"LYNNWOOD                ";"WA";"SNOHOMISH";"980871427";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4254123705";"";""
"HIGH ON 99 LLC                               ";"415237";"6033534320010003";"24007 56TH AVE W STE A        ";"                         ";"MOUNTLAKE TERRACE       ";"WA";"SNOHOMISH";"980435501";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH ON 99 LLC                               ";"420334";"6033534320010004";"24007 56TH AVE W STE B        ";"                         ";"MOUNTLAKE TERRACE       ";"WA";"SNOHOMISH";"980435501";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH QUALITY CONSULTING, LLC                 ";"421315";"6033303280010002";"11457 PACIFIC AVE S STE 8     ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984445541";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH ROOTS, LLC                              ";"420975";"6035513110010001";"UNKNOWN                       ";"                         ";"SPOKANE                 ";"WA";"";"992030000";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH SOCIETY                                 ";"413533";"6033531970010001";"735 S. BURLINGTON BLVD        ";"                         ";"BURLINGTON              ";"WA";"SKAGIT";"982332219";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3606610168";"";""
"HIGH SOCIETY                                 ";"413534";"6033531970010002";"8630 S MARCH POINT RD         ";"                         ";"ANACORTES               ";"WA";"SKAGIT";"982213412";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3606610168";"";""
"HIGH SOCIETY                                 ";"414430";"6033510330010002";"1824 BROADWAY                 ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982012349";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2063071651";"";""
"HIGH SOCIETY                                 ";"414499";"6033543060010001";"10600 MAIN ST                 ";"                         ";"BELLEVUE                ";"WA";"KING";"980045922";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH SOCIETY                                 ";"420612";"6033531970010004";"3533 CHUCKANUT DR             ";"STE B                    ";"BOW                     ";"WA";"SKAGIT";"982328564";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH SOCIETY                                 ";"421737";"6033531970010005";"1625 CENTER ST STE A          ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984097920";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3606610168";"";""
"HIGH SOCIETY                                 ";"422045";"6034857830010001";"3258 E SPRAGUE AVE            ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992024858";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH VIBRATIONS                              ";"422638";"6036004360010001";"39192 SE PARK ST              ";"                         ";"SNOQUALMIE              ";"WA";"KING";"980659181";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGH-5 CANNABIS                              ";"413961";"6034040170010001";"1350 ATLANTIC AVE             ";"                         ";"WOODLAND                ";"WA";"COWLITZ";"986748457";"MARIJUANA RETAILER                 ";"CLOSED (PERMANENT)";"          ";"";""
"HIGH-5 CANNABIS                              ";"421702";"6034040170010002";"6511 NE 137TH AVE             ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986825948";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3609475404";"";""
"HIGHER AUTHORITY                             ";"421855";"6031686930010001";"11012 CANYON RD E  STE 10     ";"                         ";"TACOMA                  ";"WA";"PIERCE";"98446    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGHER AWARENESS                             ";"421963";"6035806700010001";"31849 PACIFIC HWY S           ";"                         ";"FEDERAL WAY             ";"WA";"KING";"980035409";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGHER LEAF MARIJUANA BOUTIQUE               ";"414240";"6034142130010001";"12525 WILLOWS RD NE STE 60    ";"                         ";"KIRKLAND                ";"WA";"KING";"980347205";"MARIJUANA RETAILER                 ";"CLOSED (PERMANENT)";"          ";"";""
"HIGHER LEAF MARIJUANA BOUTIQUE               ";"422218";"6034142130010002";"12525 WILLOWS RD NE STE 10    ";"                         ";"KIRKLAND                ";"WA";"KING";"980348735";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4258205967";"";""
"HIGHER LIFE                                  ";"421056";"6035555840010001";"754 GARFIELD ST               ";"                         ";"SEATTLE                 ";"WA";"KING";"981093005";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGHER SOLUTIONS LLC                         ";"420569";"6035511440010001";"3812 E CROWN AVE              ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992176681";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGHLANDERS, LLC                             ";"422667";"6036014830010001";"2621 316TH AVE SE             ";"                         ";"FALL CITY               ";"WA";"KING";"980247706";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIGHWAY 7                                    ";"414889";"6033581540010003";"7046 PACIFIC AVE              ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984087219";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2536917293";"";""
"HIGHWAY 7,  LLC                              ";"414887";"6033581540010002";"7046 PACIFIC AVE              ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984087219";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIMILIA                                      ";"087025";"6035727130010001";"351 THREE RIVERS DR           ";"                         ";"KELSO                   ";"WA";"COWLITZ";"986263129";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HIMILIA LLC                                  ";"422845";"6035727130010002";"351 THREE RIVERS DR STE B     ";"                         ";"KELSO                   ";"WA";"COWLITZ";"986263129";"MARIJUANA RETAILER                 ";"CLOSED (PERMANENT)";"          ";"";""
"HL STYLE                                     ";"413805";"6035915930010001";"9408 N DAVIES RD              ";"                         ";"LAKE STEVENS            ";"WA";"SNOHOMISH";"982589444";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HOC MANAGEMENT AND CONSULTING                ";"420617";"6034690650010001";"217 174TH ST S                ";"                         ";"SPANAWAY                ";"WA";"PIERCE";"983878705";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HOLIDAY LLC                                  ";"421587";"6035689050010001";"4800 BEACH DR SW              ";"                         ";"SEATTLE                 ";"WA";"KING";"981164343";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HOMEGROWN NORTHWEST                          ";"421350";"6035602530010001";"2724 3RD AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981341909";"MARIJUANA RETAILER                 ";"PENDING (ISSUED)";"2534595741";"";""
"HOMEGROWN NW                                 ";"420726";"6035517770010001";"733 LAKEWOOD RD               ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982235479";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HOPE ALTERNATIVE MEDICINE                    ";"420296";"6033132530010002";"2600 NW RANDALL WAY STE 103   ";"                         ";"SILVERDALE              ";"WA";"KITSAP";"983839427";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HOPPING BUDS                                 ";"421167";"6035526610010001";"7205 A MARTIN WAY E           ";"                         ";"LACEY                   ";"WA";"THURSTON";"985165367";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HOT SPOT FOR POT                             ";"421213";"6035577840010001";"3105 ALDERWOOD MALL BLVD STE B";"                         ";"LYNNWOOD                ";"WA";"SNOHOMISH";"980364703";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HOUSE OF BUDDHA                              ";"421739";"6034520850010001";"510 1/2 112TH ST S            ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984445720";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HOUSE OF CANNABIS                            ";"421003";"6035519280010001";"125 SW CAMPUS DR APT 15-106   ";"                         ";"FEDERAL WAY             ";"WA";"KING";"980238321";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HOUSE OF GREEN                               ";"420609";"6032575670010003";"10620 NE FOURTH PLAIN BLVD    ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986625750";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HT CANNABIS                                  ";"420795";"6035527170010001";"10008 AURORA AVE N            ";"STE B                    ";"SEATTLE                 ";"WA";"KING";"981339329";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HUMPTULIPS GROCERY STORE                     ";"359675";"6025023640010001";"1935 KIRKPATRICK RD           ";"                         ";"HUMPTULIPS              ";"WA";"GRAYS HARBOR";"985520000";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HUSEELL                                      ";"420992";"6034312480010002";"11418 SE 231ST PL             ";"                         ";"KENT                    ";"WA";"KING";"980313425";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HWY 420                                      ";"413427";"6027629820010002";"11493 CLEAR CREEK RD          ";"                         ";"SILVERDALE              ";"WA";"KITSAP";"983839657";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HWY 420                                      ";"413843";"6034060990010001";"1110 CHARLESTON BEACH RD W    ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983124504";"MARIJUANA RETAILER                 ";"PENDING (ISSUED)";"3609323182";"";""
"HYBRID 360 FARMS WA                          ";"421571";"6035511390010001";"6311 RICH RD SE               ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985015317";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HYDROCHRONIX LLC                             ";"422614";"6035998510010001";"704 W COLUMBIA DR STE B       ";"                         ";"KENNEWICK               ";"WA";"BENTON";"993363545";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"HYPEHERBALLY                                 ";"414051";"6033066060010003";"1120 112TH ST SW              ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982044863";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4255829385";"";""
"HYPEHERBALLY                                 ";"422232";"6033066060010004";"1120 112TH ST SW UNIT B       ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982044863";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"I-90 GREEN HOUSE, LLC                        ";"422070";"6035829980010001";"1611B S SMITTYS BLVD          ";"                         ";"RITZVILLE               ";"WA";"ADAMS";"991692264";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ICU POWER LLC                                ";"410144";"6035651650010002";"11980 W SUNSET HWY            ";"                         ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"990019403";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ICU POWER, LLC                               ";"422766";"6035651650010003";"17611 W LANCE HILL RD         ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"99004    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"IGREEN                                       ";"421629";"6013756520010005";"6204 201ST AVE SW             ";"                         ";"ROCHESTER               ";"WA";"THURSTON";"985798806";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"IHPP CORPORATION                             ";"414475";"6035653130010002";"8734 120TH AVE NE             ";"                         ";"KIRKLAND                ";"WA";"KING";"980335861";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4253188898";"";""
"III KING COMPANY                             ";"414750";"6033505020010001";"12925 MARTIN LUTHER KING WAY  ";"                         ";"SEATTLE                 ";"WA";"KING";"981780000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2533480781";"";""
"INDICA BROTHERS INC.                         ";"422052";"6035793670010001";"11607 E TRENT AVE             ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992064634";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"INDIVIDUAL FREEDOMS CORPORATION              ";"420804";"6029555970010005";"3130 N DIVISION ST            ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992071943";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"INDIVIDUAL FREEDOMS CORPORATION              ";"422603";"6029555970010007";"21655 RENTON MAPLE VALLEY RD  ";"SE                       ";"MAPLE VALLEY            ";"WA";"KING";"980388009";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"INLAND NW LEAF, LLC                          ";"421612";"6034472620010001";"25105 E. TRENT AVE  STE C     ";"                         ";"NEWMAN LAKE             ";"WA";"SPOKANE";"99025    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"INNOVATIVE EQUITIES LLC                      ";"421137";"6033396850010001";"4244 90TH WAY SE              ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985015614";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"INPAC AMERICA                                ";"421131";"6028970810010002";"12835 BEL RED RD STE 224      ";"                         ";"BELLEVUE                ";"WA";"KING";"980052625";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"INVICTUS ASSETS LLC                          ";"351821";"6033581640010002";"430 SUNSET BLVD N             ";"                         ";"RENTON                  ";"WA";"KING";"980575512";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"INVICTUS ASSETS LLC                          ";"420335";"6033581640010003";"3232 1ST AVE S                ";"STE  E                   ";"SEATTLE                 ";"WA";"KING";"981341818";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ISAACCOOPERRETAIL                            ";"412463";"6035523050010001";"8000 15TH AVENUE              ";"                         ";"SEATTLE                 ";"WA";"KING";"98115    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ISAACCOOPERRETAIL                            ";"421114";"6035523050010002";"2840 MIKAYLA LN               ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988025873";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"ISLAND HERB                                  ";"413727";"6033504390010001";"5565 VANBARR PLACE UNIT F     ";"                         ";"FREELAND                ";"WA";"ISLAND";"982490000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3603312898";"";""
"ISSAQUAH CANNABIS COMPANY                    ";"414867";"6033564790010001";"230 NE JUNIPER ST             ";"                         ";"ISSAQUAH                ";"WA";"KING";"980270000";"MARIJUANA RETAILER                 ";"PENDING (ISSUED)";"2069492124";"";""
"IT IS LIT 2 LLC                              ";"422055";"6035808890010002";"21911 64TH AVE W. SUITE C     ";"                         ";"MOUNTLAKE TERRACE       ";"WA";"SNOHOMISH";"980432230";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"IT IS LIT LLC                                ";"423203";"6035809000010002";"1611 S SMITTYS BLVD  STE B    ";"STE B                    ";"RITZVILLE               ";"WA";"ADAMS";"991692264";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2065270435";"";""
"IT'S FOUR TWENTY SOMEWHERE LLC               ";"420476";"6035479580010001";"412 REGAL RD                  ";"                         ";"ELK                     ";"WA";"SPOKANE";"990099760";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"IXL502LLC                                    ";"420769";"6035522600010001";"13217 41ST AVE NE             ";"                         ";"MARYSVILLE              ";"WA";"SNOHOMISH";"98270    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"J & K CANNABIS                               ";"355804";"6030890680010002";"12825 PACIFIC HWY SW          ";"                         ";"LAKEWOOD                ";"WA";"PIERCE";"984991030";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2534684440";"";""
"J.G.S., LLC.                                 ";"422747";"6035987740010001";"17631 160TH ST SE STE B       ";"                         ";"MONROE                  ";"WA";"SNOHOMISH";"982721903";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"J.M.C., LLC                                  ";"076189";"6035590780010001";"124 RIVERSIDE AVE             ";"                         ";"IONE                    ";"WA";"PEND OREILLE";"991390000";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"J.M.H., LLC.                                 ";"422746";"6035987570010001";"381 E MAIN ST STE C           ";"                         ";"MONROE                  ";"WA";"SNOHOMISH";"982721512";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JADE DRAGON POT SHOP                         ";"422095";"6035827120010001";"201 W WALNUT ST               ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989023472";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JADE DRAGON POT SHOP                         ";"422847";"6035827120010002";"2540 AILERON LN               ";"                         ";"RICHLAND                ";"WA";"BENTON";"993544966";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JAMES DEAN MCCLANAHAN                        ";"420678";"6035522330010001";"1142 FISHER HILL RD           ";"STE C                    ";"APPLETON                ";"WA";"KLICKITAT";"986029723";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JANDK                                        ";"420737";"6030890680010003";"12825 PACIFIC HWY SW STE A    ";"                         ";"LAKEWOOD                ";"WA";"PIERCE";"984991030";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JANDK GREEN GOODS                            ";"420730";"6030890680010004";"12837 PACIFIC HWY SW          ";"STE B                    ";"LAKEWOOD                ";"WA";"PIERCE";"984991030";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JANE'S                                       ";"422546";"6035981660010001";"8912 124TH ST E # 1985        ";"                         ";"PUYALLUP                ";"WA";"PIERCE";"983737967";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JASON J O BERGE                              ";"422979";"6024490320010005";"13985 INTERURBAN AVE S        ";"                         ";"TUKWILA                 ";"WA";"KING";"981685707";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JB WEED                                      ";"420728";"6018946740010002";"890 WEAVER LN                 ";"                         ";"OTHELLO                 ";"WA";"ADAMS";"993449635";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JD'S COLLECTIVE GARDEN                       ";"420470";"6033028900010001";"39817B N NEWPORT HWY          ";"                         ";"ELK                     ";"WA";"SPOKANE";"990099799";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JD'S PROCUREMENT                             ";"422725";"6036027560010001";"1350 ATLANTIC AVE             ";"                         ";"WOODLAND                ";"WA";"COWLITZ";"986748457";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JDLM MANAGEMENT                              ";"421108";"6032894170010002";"3908 6TH AVE  STE C           ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984064900";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JDT VENTURES                                 ";"414886";"6033581440010002";"6307 N 1ST CIR                ";"                         ";"RIDGEFIELD              ";"WA";"CLARK";"986423354";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3608922878";"";""
"JESSE JOHN KOLLER                            ";"421633";"6035491810010002";"2088 KIRBY MAYVIEW RD         ";"                         ";"POMEROY                 ";"WA";"GARFIELD";"993478738";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JET CITY                                     ";"420910";"6035513980010001";"1629 SUMMIT AVE APT 202       ";"                         ";"SEATTLE                 ";"WA";"KING";"981222340";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JGJ VENTURE LLC                              ";"421645";"6035699620010002";"8529 52ND ST SE STE D         ";"                         ";"SNOHOMISH               ";"WA";"SNOHOMISH";"982909282";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JGJ VENTURE LLC                              ";"421646";"6035699620010003";"8529 52ND ST SE STE B-2       ";"                         ";"SNOHOMISH               ";"WA";"SNOHOMISH";"982909282";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JK GROUP                                     ";"415486";"6035989000010001";"15937 REDMOND WAY             ";"                         ";"REDMOND                 ";"WA";"KING";"980523836";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JOHN MEHOVES                                 ";"420542";"6035470700010002";"34011 STATE ROUTE 507 S       ";"                         ";"ROY                     ";"WA";"PIERCE";"985809427";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JOHN PATRICK SANTEE                          ";"420663";"6027157050010002";"576 W MAIN ST                 ";"STE B                    ";"CHEHALIS                ";"WA";"LEWIS";"985321502";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JOHN'S BUD SHOP                              ";"422748";"6036031890010001";"419 E STEUBEN ST              ";"                         ";"BINGEN                  ";"WA";"KLICKITAT";"986059183";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JOINT ON POINT                               ";"421573";"6035558520010001";"13206 SE 306TH ST             ";"                         ";"AUBURN                  ";"WA";"KING";"980923278";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JOINT REACTION                               ";"422771";"6035953210010001";"3005 NORTHVIEW CIR STE C      ";"                         ";"SHELTON                 ";"WA";"MASON";"985842948";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JOLLY GREENS                                 ";"413494";"6031854210010004";"60 SW SUNSET BLVD             ";"                         ";"RENTON                  ";"WA";"KING";"980572322";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JOLLYGREEN                                   ";"420623";"6035514450010001";"6400 NE HIGHWAY 99 STE G271   ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986658748";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JONATHAN SNEIDER                             ";"421586";"6035689030010001";"17410 WOODINVILLE-REDMOND RD  ";"                         ";"WOODINVILLE             ";"WA";"KING";"98072    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JORDAN BRANDS, INC.                          ";"420735";"6023594020010002";"7861 NE DAY RD W STE 202      ";"                         ";"BAINBRIDGE ISLAND       ";"WA";"KITSAP";"981106219";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JRE SPORT                                    ";"420808";"6033518850010002";"3419 W PACIFIC AVE            ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992241219";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JRS OPERATIONS LLC                           ";"412930";"6035505990010001";"2119 LINCOLN ST               ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982254147";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JST INTERNATIONAL                            ";"415053";"6033581190010001";"34428 PACIFIC HWY S STE A     ";"                         ";"FEDERAL WAY             ";"WA";"KING";"980036440";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JT RETAIL                                    ";"414648";"6033579950010001";"23329 HIGHWAY 99              ";"                         ";"EDMONDS                 ";"WA";"SNOHOMISH";"980268745";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"JUST HEMP                                    ";"414728";"6033583980010001";"10843 1ST AVE S STE B         ";"                         ";"SEATTLE                 ";"WA";"KING";"981680000";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"KALEAFA                                      ";"414297";"6033220580010001";"8210 AVONDALE AVE NE          ";"                         ";"REDMOND                 ";"WA";"KING";"980523302";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"KALEAFA                                      ";"417643";"6033220580010002";"33858 SR 20 STE 102           ";"                         ";"OAK HARBOR              ";"WA";"ISLAND";"982772664";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3606822420";"";""
"KALEAFA                                      ";"422270";"6033220580010004";"3204 ST JOHNS BLVD            ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986613725";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"KALI CREATIONS                               ";"420597";"6033848200010001";"1313 GOETHALS DR              ";"                         ";"RICHLAND                ";"WA";"BENTON";"993543203";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"KALYKE LLC                                   ";"423258";"6035727180010001";"3411 N CAPITOL AVE STE B      ";"                         ";"PASCO                   ";"WA";"FRANKLIN";"993019556";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"KARMA CANNABIS, LLC                          ";"421168";"6035537530010001";"131 RIVER RD   STE A          ";"                         ";"SEQUIM                  ";"WA";"CLALLAM";"983829804";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3604606641";"";""
"KASHYYYK                                     ";"420614";"6033559280010002";"246 W MANSON HWY # 6          ";"                         ";"CHELAN                  ";"WA";"CHELAN";"988169583";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"KASSABIAN GENERAL                            ";"413294";"6033493960010001";"3620 IRONGATE RD              ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982260000";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"KATHY HARTWELL                               ";"420378";"6029664000010001";"865 RETSIL RD E               ";"                         ";"PORT ORCHARD            ";"WA";"KITSAP";"983665046";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"KEN L MICHELSON                              ";"351847";"6033606370010002";"12837 PACIFIC HWY SW          ";"                         ";"LAKEWOOD                ";"WA";"PIERCE";"984991030";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
