"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"NANA'S SECRET                                ";"418065";"6032815800010003";"12001 AURORA AVE N STE B      ";"                         ";"SEATTLE                 ";"WA";"KING";"981138249";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"NATURAL BLUME                                ";"416598";"6033486030010001";"8531 POSTMA RD STE H          ";"                         ";"MOXEE                   ";"WA";"YAKIMA";"989369317";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5415214201";"";""
"NATURAL BLUME                                ";"416599";"6033486030010002";"2017 THOMPSON AVE STE B       ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986601339";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"NATURAL MYSTIC FARMS                         ";"412155";"6033493510010001";"5810 NANEUM RD STE 1          ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989266952";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"8147691278";"";""
"NATURAL PATHS                                ";"413211";"6033569560010001";"628 STATE ROUTE 409           ";"                         ";"CATHLAMET               ";"WA";"WAHKIAKUM";"986129730";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3605602596";"";""
"NATURE'S NEXUS                               ";"416115";"6033595560010002";"242 US HIGHWAY 12             ";"                         ";"CHEHALIS                ";"WA";"LEWIS";"985328474";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"NAVARRE COULEE                               ";"414140";"6033565020010001";"6520 NAVARRE COULEE ROAD STE A";"                         ";"CHELAN                  ";"WA";"CHELAN";"988160000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5094334749";"";""
"NAVARRE COULEE                               ";"414141";"6033565020010002";"6520 NAVARRE COULEE ROAD STE B";"                         ";"CHELAN                  ";"WA";"CHELAN";"98816    ";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NAVARRE COULEE                               ";"414142";"6033565020010003";"6520 NAVARRE COULEE ROAD STE C";"                         ";"CHELAN                  ";"WA";"CHELAN";"98816    ";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NCW GROW                                     ";"417002";"6033573460010001";"440 GRUBB RD STE 5            ";"STE 5                    ";"WENATCHEE               ";"WA";"CHELAN";"988010000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5094490026";"";""
"NECTAR                                       ";"416030";"6033842800010001";"43095 CHALLENGER RD           ";"LOT 10                   ";"CONCRETE                ";"WA";"SKAGIT";"982370000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"NETTLES UNLIMITED                            ";"412762";"6023680320010001";"5805 E SHARP AVE              ";"SUITES A-6,A-7,A-8,A-9   ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120948";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5092167811";"";""
"NEW DIRECTION                                ";"415769";"6032803720020001";"6901 W MARGINAL WAY SW        ";"                         ";"SEATTLE                 ";"WA";"KING";"981063908";"MARIJUANA PRODUCER TIER 2          ";"PENDING (ISSUED)";"2063064851";"";""
"NEW FRONTIER MEDICINALS                      ";"417350";"6033594260010002";"415 MANLEY RD                 ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982290000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"NEW HORIZON HOLDINGS                         ";"415752";"6028960890010001";"1819 SCHURMAN WAY STE 101     ";"                         ";"WOODLAND                ";"WA";"COWLITZ";"986749579";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3609773681";"";""
"NEW LEAF ENTERPRISES                         ";"412070";"6032854560010002";"460 S KENYON ST #470          ";"                         ";"SEATTLE                 ";"WA";"KING";"981084324";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2067950487";"";""
"NEW LEAF ENTERPRISES                         ";"414036";"6032854560010003";"85 PETERS ST BLDG X           ";"                         ";"RAYMOND                 ";"WA";"PACIFIC";"985772917";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NEW LEAF ENTERPRISES                         ";"414037";"6032854560010004";"85 PETERS ST BLDG I           ";"                         ";"RAYMOND                 ";"WA";"PACIFIC";"985772917";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NEW LEAF ENTERPRISES                         ";"416486";"6034369230010001";"6435 ROARING CREEK RD         ";"STE A                    ";"ENTIAT                  ";"WA";"CHELAN";"988220000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3604894061";"";""
"NEW SUSSEX FARM                              ";"412714";"6035422620010001";"9759 WEIDKAMP RD STE 100      ";"                         ";"LYNDEN                  ";"WA";"WHATCOM";"982649176";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"NEWDAY GROWERY                               ";"416524";"6033584630010001";"831 W GOLDEN PHEASANT RD      ";"                         ";"SHELTON                 ";"WA";"MASON";"985840000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NEXT LEVEL PRODUCTIONS                       ";"412144";"6033478690010001";"6620 N MARKET ST              ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992177809";"MARIJUANA PRODUCER TIER 2          ";"PENDING (ISSUED)";"8005096329";"";""
"NEXUS                                        ";"413039";"6033563860010001";"47305 S 2066 PRSE STE A       ";"                         ";"KENNEWICK               ";"WA";"BENTON";"993370000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5095829575";"";""
"NICEBUDS                                     ";"416681";"6034845540010001";"23930 OSO LOOP RD             ";"STE J                    ";"ARLINGTON               ";"WA";"SNOHOMISH";"982235399";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NINE POINT GROWTH INDUSTRIES                 ";"412107";"6033406800010001";"1788 3RD AVE W                ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983125300";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3602651863";"";""
"NINJA GARDENS                                ";"417001";"6033571550010001";"234805 E STRAIGHT BANK RD     ";"                         ";"KENNEWICK               ";"WA";"BENTON";"993370000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NMF ENTERPRISES                              ";"414110";"6033493510010004";"5810 NAEUM RD STE 2           ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989260000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NO BAD DAYS RANCH                            ";"416365";"6035728680010001";"17906 58TH ST COURT KP S      ";"UNIT 1                   ";"LONGBRANCH              ";"WA";"PIERCE";"983518219";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"NOBLE CAUSE                                  ";"414027";"6035634830010001";"41305D NORTH GRIFFIN ROAD     ";"                         ";"GRANDVIEW               ";"WA";"BENTON";"98930000 ";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2063721289";"";""
"NORMAN BORDINE                               ";"417336";"6013348550010001";"141 TURNSTONE RD              ";"                         ";"COUGAR                  ";"WA";"COWLITZ";"986160018";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"NORTH COAST CONCENTRATES                     ";"416807";"6034382850010001";"52433 HWY 112                 ";"                         ";"PORT ANGELES            ";"WA";"CLALLAM";"983639724";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4256147112";"";""
"NORTH COAST GROWERS                          ";"413163";"6033521730010001";"12743 QUANTUM LANE            ";"BLDG 6                   ";"ANACORTES               ";"WA";"SKAGIT";"982218364";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2062289000";"";""
"NORTH GARDENS                                ";"416448";"6033586050010001";"8500 14TH AVE S STE B         ";"                         ";"SEATTLE                 ";"WA";"KING";"981084803";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"9197231961";"";""
"NORTH GARDENS                                ";"416449";"6033586050010002";"11009 1ST AVE S STE B         ";"                         ";"SEATTLE                 ";"WA";"KING";"981681401";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"NORTH WEST ROOTS                             ";"413651";"6033885800010001";"1520 CENTER ST  STE D         ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984090000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2085983318";"";""
"NORTHWEST 7 POINT                            ";"412441";"6033493090010001";"5805 E SHARP AVE STE C6       ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120955";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5099445355";"";""
"NORTHWEST BOTANTICALS                        ";"417255";"6032258470010004";"9119 MOLLY LANE B-105         ";"                         ";"ANACORTES               ";"WA";"SKAGIT";"982219352";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3603919478";"";""
"NORTHWEST CANNABIS SOLUTIONS                 ";"412879";"6033074630010002";"9631 LATHROP INDUSTRIAL DR SW ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985129188";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"4254552291";"";""
"NORTHWEST FINEST                             ";"416499";"6035473790010001";"13301 PINE CITY MALDEN RD     ";"BLDG 1                   ";"SAINT JOHN              ";"WA";"WHITMAN";"991719626";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5096483207";"";""
"NORTHWEST FLOWERS OF POWER                   ";"415725";"6012459810020001";"33707 112TH ST SE #A          ";"                         ";"SULTAN                  ";"WA";"SNOHOMISH";"982948645";"MARIJUANA PRODUCER TIER 1          ";"CLOSED (PERMANENT)";"          ";"";""
"NORTHWEST GREENERY                           ";"415937";"6033588560010001";"4611 S LINKE RD               ";"                         ";"GREENACRES              ";"WA";"SPOKANE";"990167704";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5099905913";"";""
"NORTHWEST GROWN PRODUCTS                     ";"416461";"6033591220010001";"16041 BEAVER LAKE RD          ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982738076";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"NORTHWEST GROWN PRODUCTS                     ";"416462";"6033591220010002";"24862 BENHAM RD STE A         ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982738080";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3604217131";"";""
"NORTHWEST HARVESTING CO                      ";"412435";"6033434190010001";"80 MARION RD    BLDG B        ";"                         ";"ELMA                    ";"WA";"GRAYS HARBOR";"985419104";"MARIJUANA PRODUCER TIER 2          ";"PENDING (ISSUED)";"9075292934";"";""
"NORTHWEST KYND                               ";"413061";"6033518540010001";"1106 CANNON WAY STE B         ";"                         ";"COLVILLE                ";"WA";"STEVENS";"991140000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2067073107";"";""
"NORTHWEST ORGANIC NURSERY                    ";"413719";"6033522750010001";"6283 NOON RD STE A            ";"                         ";"EVERSON                 ";"WA";"WHATCOM";"982479663";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3607469148";"";""
"NORTHWEST ORGANIC NURSERY                    ";"415677";"6033522750010003";"6283 NOON RD STE C            ";"                         ";"EVERSON                 ";"WA";"WHATCOM";"982479663";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NORTHWEST PREFERRED                          ";"417127";"6035022540010001";"25708 95TH AVE NW             ";"SUITE B                  ";"STANWOOD                ";"WA";"SNOHOMISH";"982929307";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"NORTHWEST RECREATIONAL                       ";"412612";"6033497630010001";"540 RON LEE LANE NW           ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985020000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2538826344";"";""
"NORTHWEST SERVICES UNLIMITED                 ";"413069";"6033507990010001";"4124 E 11TH                   ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984221167";"MARIJUANA PRODUCER TIER 2          ";"PENDING (ISSUED)";"2533124612";"";""
"NORTHWESTPEARL                               ";"413097";"6033501030010001";"340 E MILLWRIGHT RD BLDG A    ";"                         ";"SHELTON                 ";"WA";"MASON";"985848253";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"7072279932";"";""
"NORWEST PRODUCTION                           ";"416768";"6033605250010001";"6107 132ND ST NE              ";"STE A                    ";"MARYSVILLE              ";"WA";"SNOHOMISH";"982719009";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"NUGREEN                                      ";"413943";"6033484770010001";"512 E PACIFIC AVE             ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992021437";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5098502247";"";""
"NUGS                                         ";"417083";"6033604070010001";"234805 E STRAIGHT BANK RD     ";"STE D                    ";"KENNEWICK               ";"WA";"BENTON";"993370000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NUGS                                         ";"417084";"6033604070010002";"2307 HOUGHTON RD STE B        ";"                         ";"ZILLAH                  ";"WA";"YAKIMA";"989539657";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NUGS                                         ";"417085";"6033604070010003";"2307 HOUGHTON RD STE C        ";"                         ";"ZILLAH                  ";"WA";"YAKIMA";"989539657";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"NW CONNOISSEURS                              ";"412785";"6033459530010001";"82 LAGOON RD SUITE A          ";"                         ";"DEER HARBOR             ";"WA";"SAN JUAN";"982430000";"MARIJUANA PRODUCER TIER 2          ";"CLOSED (PERMANENT)";"          ";"";""
"NW CONNOISSEURS                              ";"421766";"6033459530010003";"46 HOPE LANE                  ";"                         ";"EASTSOUND               ";"WA";"SAN JUAN";"982450000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3603762586";"";""
"NW GROWN                                     ";"417188";"6033539480010001";"8531 POSTMA RD                ";"SUITE E                  ";"MOXEE                   ";"WA";"YAKIMA";"989360000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3605401693";"";""
"NW GROWN LLC                                 ";"417489";"6033539480010004";"18321 DIKE RD # AF-2          ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982739597";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"NW HERBAL GARDENS                            ";"413215";"6033569690010001";"4722 169TH AVE NE STE A       ";"                         ";"SNOHOMISH               ";"WA";"SNOHOMISH";"982900908";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4257373898";"";""
"NW NECTAR                                    ";"421434";"6033569360010002";"11610 W WHITE RD              ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992249747";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5096702823";"";""
"NWN                                          ";"416114";"6033595560010001";"84 HANSON RD                  ";"STE 2                    ";"HUMPTULIPS              ";"WA";"GRAYS HARBOR";"985520000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"O. G. GROWERS                                ";"416597";"6033485210010002";"1144 29TH ST NW               ";"PARK 29 BLDG C STE 101   ";"AUBURN                  ";"WA";"KING";"980012465";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"OBERFELDER HOLDINGS                          ";"412286";"6033503490010001";"120 ROLLING ROCK ROAD         ";"                         ";"CHELAN                  ";"WA";"CHELAN";"988169668";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5098880305";"";""
"OCAYO PHARMS                                 ";"412297";"6033474650010001";"1101 AIRPORT WAY S STE B      ";"                         ";"SEATTLE                 ";"WA";"KING";"981341313";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"OCAYO PHARMS                                 ";"412298";"6033474650010002";"1101 AIRPORT WAY S STE C      ";"                         ";"SEATTLE                 ";"WA";"KING";"981341313";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"OCEAN GROWN ENTERPRISES                      ";"413864";"6033548080010001";"6481 PORTAL WAY STE A         ";"                         ";"FERNDALE                ";"WA";"WHATCOM";"982489330";"MARIJUANA PRODUCER TIER 2          ";"CLOSED (PERMANENT)";"          ";"";""
"OCEAN GROWN GARDENS                          ";"413459";"6033547070010001";"29122 CEDAR PONDS RD #A       ";"                         ";"MONROE                  ";"WA";"SNOHOMISH";"982729399";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"4257539868";"";""
"ODO                                          ";"417497";"6035044620010001";"8531 POSTMA RD                ";"STE O                    ";"MOXEE                   ";"WA";"YAKIMA";"989360000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5095219791";"";""
"OG FARMS                                     ";"412687";"6033490610010001";"4340 SE BLOOMFIELD RD STE B   ";"                         ";"SHELTON                 ";"WA";"MASON";"985848642";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"2067697373";"";""
"OGZ FIRE WEED                                ";"416737";"6033607710010001";"50 W. WESTFIELD CT. UNIT E    ";"                         ";"SHELTON                 ";"WA";"MASON";"985840000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"8082651135";"";""
"OKANOGAN HIGH COUNTRY PRODUCTS               ";"412540";"6032945770010001";"474 CAPE LABELLE RD STE A     ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988559531";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5094861845";"";""
"OKANOGAN HIGHLANDS CANNABIS                  ";"412033";"6022158800010002";"415 N EMPIRE CREEK RD STE A   ";"                         ";"MALO                    ";"WA";"FERRY";"991509713";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5097794086";"";""
"OKANOGAN NATURAL FARMS                       ";"413170";"6033532750010001";"1199 W CUNNINGHAM RD STE E    ";"                         ";"OTHELLO                 ";"WA";"ADAMS";"993440000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2066123665";"";""
"OKANOGAN VALLEY NURSERY                      ";"412262";"6033461300010001";"125 GREENACRES RD             ";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988490000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5094210931";"";""
"OKPGA                                        ";"413000";"6033526800010001";"504 MCLAUGHLIN CANYON RD STE A";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988499622";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5094861086";"";""
"OLD MCDONALD'S  FARM                         ";"415856";"6033564940010001";"6011 COOKE CANYON RD          ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989266993";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"OLD MCDONALD'S FARM                          ";"415857";"6033564940010002";"1006 EMERSON RD STE C         ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989268438";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3602414303";"";""
"OLD SCHOOL                                   ";"413377";"6033570470010002";"3110 STANDARD RD STE B        ";"                         ";"DEMING                  ";"WA";"WHATCOM";"982449104";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3605950166";"";""
"OLIVER'S FARM                                ";"412185";"6003696410010002";"22330 15TH AVE NE             ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982230000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"3607226521";"";""
"OLSONS FARMS                                 ";"417314";"6034080200010001";"1717 MALAGA ALCOA HWY         ";"STE A                    ";"WENATCHEE               ";"WA";"CHELAN";"988018968";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5096707449";"";""
"OLY SMOKES                                   ";"416092";"6018773140010001";"6503 DELPHI RD NW STE A       ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985122848";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3609721229";"";""
"OLYMPIC GARDENING                            ";"416589";"6034394010010001";"5693A MUDGETT LAKE RD         ";"                         ";"FRUITLAND               ";"WA";"STEVENS";"991299767";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"OLYMPIC GROWERS                              ";"412147";"6033481040010001";"35100 MILES CRESTON RD N STE A";"SUITE A                  ";"CRESTON                 ";"WA";"LINCOLN";"991178515";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2064988502";"";""
"OLYMPIC MOUNTAIN MAN FARM                    ";"413001";"6033531990010001";"297 BEAR MEADOW RD  STE A     ";"                         ";"PORT ANGELES            ";"WA";"CLALLAM";"983628221";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3604601642";"";""
"OLYMPIC PRODUCTION & PROCESSING              ";"416702";"6033554580010001";"89 W AIRVIEW WAY              ";"                         ";"SHELTON                 ";"WA";"MASON";"985841283";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"OLYMPUS GROUP                                ";"416156";"6034706820010001";"161 W WESTFIELD CT, UNIT B    ";"                         ";"SHELTON                 ";"WA";"MASON";"985840000";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5097591932";"";""
"OLYMPUS HORTCULTURE                          ";"413107";"6034495230010001";"123 ELWHA RD                  ";"                         ";"PORT ANGELES            ";"WA";"CLALLAM";"983629385";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3604529547";"";""
"OM SHIV                                      ";"412235";"6033105320010001";"13026 W MCFARLAND RD STE B1-3 ";"                         ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"980010000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2066596011";"";""
"OM SHIV                                      ";"415703";"6033105320010003";"9485 KNAPP ROAD N             ";"                         ";"MOHLER                  ";"WA";"LINCOLN";"991540000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"OMG SYKES                                    ";"412720";"6033520350010001";"5115 WOODS CREEK RD           ";"                         ";"MONROE                  ";"WA";"SNOHOMISH";"982727249";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"4253271350";"";""
"ONE OF A KIND GENETICS                       ";"413095";"6033495420010002";"2504 HARTFORD DR              ";"                         ";"LAKE STEVENS            ";"WA";"SNOHOMISH";"982588645";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4256471217";"";""
"OORI                                         ";"416129";"6033599460010001";"17825 59TH AVE NE             ";"LOT 19                   ";"ARLINGTON               ";"WA";"SNOHOMISH";"982236452";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"OPEN SKY FARMS                               ";"416450";"6033586190010001";"99 GREENACRES RD  LOT D       ";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988499625";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"4072344453";"";""
"OPEN SKY FARMS                               ";"416451";"6033586190010002";"1425 BROADWAY # 478           ";"                         ";"SEATTLE                 ";"WA";"KING";"981223854";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"OPEN SKY FARMS                               ";"416452";"6033586190010003";"1425 BROADWAY # 478 # C       ";"                         ";"SEATTLE                 ";"WA";"KING";"981223854";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"OPTIMIZED PROPOGATION LIMITED LIABILITY COMPA";"416425";"6033568030010001";"18791 CEDARDALE RD SUITE B    ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982747592";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"7738447953";"";""
"ORACLE ACRES                                 ";"412841";"6033518800010001";"3533 CHUCKANUT DR SUITE A     ";"                         ";"BOW                     ";"WA";"SKAGIT";"982328564";"MARIJUANA PRODUCER TIER 1          ";"CLOSED (PERMANENT)";"          ";"";""
"ORANGE STATE                                 ";"412409";"6033507150010001";"37315 N FRIDAY LN             ";"                         ";"ELK                     ";"WA";"SPOKANE";"990090000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5099398433";"";""
"ORCAS ISLAND KIND                            ";"416998";"6033540810010003";"208 MAURIN RD                 ";"                         ";"CHEHALIS                ";"WA";"LEWIS";"985328716";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"ORCHARDVIEW WEST                             ";"413120";"6026312270010001";"8031 S 194TH ST               ";"                         ";"KENT                    ";"WA";"KING";"980321126";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"ORGANIC GROWN CANNABIS                       ";"412995";"6033543260010001";"7118 E JENNIE LN #A           ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992123085";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5099993310";"";""
"ORGROW                                       ";"409703";"6033552540010001";"1893 YOUNG GRADE RD STE A     ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989089483";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"ORGROW                                       ";"412784";"6033552540010002";"503 W PROSPECT RD             ";"STE A                    ";"MOXEE                   ";"WA";"YAKIMA";"989369810";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5094532244";"";""
"ORIGENS                                      ";"412891";"6035829850010001";"12620 E INDIANA AVE           ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992160000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5099288480";"";""
"ORIGIN CANNABIS COMPANY                      ";"415695";"6033462130010001";"2930 RICHARDS RD #100         ";"                         ";"BELLEVUE                ";"WA";"KING";"980054410";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"4254411000";"";""
"OSO FINE                                     ";"417183";"6035046630010001";"145 GREENACRES RD UNIT #2     ";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988490000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"4257708112";"";""
"OTA FARMS, INC.                              ";"414164";"6035109860010001";"126 NEWMAN CREEK RD           ";"UNIT 6                   ";"ELMA                    ";"WA";"GRAYS HARBOR";"985419536";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"OUR CHURCH                                   ";"417051";"6035043310010001";"4326 PACIFIC HWY              ";"STE C                    ";"BELLINGHAM              ";"WA";"WHATCOM";"982269017";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2064668107";"";""
