"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"INLAND EMPIRE GROWING                        ";"412760";"6031652030010001";"13026 W MCFARLANE RD D3-2,D3-3";"UNIT D3-2, D3-3          ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"990015099";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5099445782";"";""
"INTERSTATE 502                               ";"413379";"6033571480010001";"3431 AIRPORT RD               ";"STE A                    ";"PULLMAN                 ";"WA";"WHITMAN";"991636001";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"7707578385";"";""
"INVESTMENT FUNDING GROUP                     ";"415790";"6033205150010001";"13026 MCFARLANE RD C1-1       ";"                         ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"990015099";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5093854972";"";""
"IRIE MINDS FARMS                             ";"416399";"6033534930010002";"3303 S 35TH ST                ";"UNIT B1                  ";"TACOMA                  ";"WA";"PIERCE";"984090000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"IRON LUNG ENTERPRISES                        ";"415743";"6034272990010001";"249 JUANITA LANE              ";"                         ";"ELK                     ";"WA";"PEND OREILLE";"990099551";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5096900100";"";""
"ISLAND REEFER                                ";"412703";"6033504940010001";"481 BUENA VIEW RD   STE A     ";"                         ";"CLE ELUM                ";"WA";"KITTITAS";"989228301";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"ITS A PLANTS LIFE,                           ";"412607";"6033503530010001";"19827 320TH AVE NE            ";"SUITE A                  ";"DUVALL                  ";"WA";"KING";"980199733";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"J CUBED ENTERPRISES                          ";"412884";"6032839200010002";"4340 BLOOMFIELD RD # C        ";"                         ";"SHELTON                 ";"WA";"MASON";"985848642";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"J D                                          ";"419136";"6033373880010002";"236 140TH AVE SW STE B        ";"                         ";"TENINO                  ";"WA";"THURSTON";"985899606";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3609567187";"";""
"J.E.T.                                       ";"416990";"6033511940010001";"5916 E SHARP AVE              ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5099512605";"";""
"JACK MARTIN TWIGGS                           ";"416024";"6033595670010001";"4759 317TH PL SE              ";"                         ";"FALL CITY               ";"WA";"KING";"980246637";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2069791206";"";""
"JACK'S CURE                                  ";"416806";"6034304560010001";"451 OSPREY DR                 ";"                         ";"BRIDGEPORT              ";"WA";"DOUGLAS";"988130000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JACKSON COOPER LLC                           ";"417071";"6033597210010001";"25 HARRELL RD                 ";"                         ";"LYLE                    ";"WA";"KLICKITAT";"986359412";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JAG 15 INC                                   ";"415941";"6034409390010001";"9424 GARRISON RD              ";"UNIT A                   ";"SUMAS                   ";"WA";"WHATCOM";"982959307";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JAMES ZELL WILLIAMS                          ";"412170";"6034727930010001";"9642 LUNDEEN RD SW            ";"STE A                    ";"ROCHESTER               ";"WA";"THURSTON";"985799016";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3602804488";"";""
"JANE GARDENS                                 ";"416813";"6033625130010001";"2512 HARTFORD DR              ";"                         ";"LAKE STEVENS            ";"WA";"SNOHOMISH";"982580000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4252698547";"";""
"JAW WA                                       ";"417109";"6033536530010002";"18001 E EUCLID AVE            ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992161763";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JAW WA                                       ";"417110";"6033536530010003";"1801 N LANGLEY ST             ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992121312";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JBC FARMS                                    ";"412196";"6035474350010001";"15151 COTTONWOOD CANYON RD    ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989089279";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5093884472";"";""
"JBC GROW                                     ";"413631";"6033513820010001";"2121 LINCOLN ST               ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982254147";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3602018965";"";""
"JC MANAGEMENT COMPANY                        ";"416164";"6032565700010001";"5506 LACKEY CT                ";"                         ";"VAUGHN                  ";"WA";"PIERCE";"983940000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JCJ GREENS                                   ";"412591";"6033506070010001";"410 HIGHWAY 150 STE 1         ";"                         ";"CHELAN                  ";"WA";"CHELAN";"988160106";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5098885252";"";""
"JCN WA                                       ";"413080";"6031780220010003";"1209 HWY 281, B               ";"                         ";"QUINCY                  ";"WA";"GRANT";"984889510";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JEFF INDUSTRIES                              ";"416226";"6033570180010001";"5552 INDUSTRY LN              ";"                         ";"EAST WENATCHEE          ";"WA";"DOUGLAS";"988029551";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5096799058";"";""
"JEFFERSON CANNABIS                           ";"417355";"6033205230010001";"453 OTTO ST STE B             ";"                         ";"PORT TOWNSEND           ";"WA";"JEFFERSON";"983689392";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3608081478";"";""
"JEFFERSON CANNABIS                           ";"417356";"6033205230010002";"453 OTTO ST                   ";"                         ";"PORT TOWNSEND           ";"WA";"JEFFERSON";"983689392";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JEFFERSON'S OWN                              ";"413917";"6033754570010001";"20025 DUBUQUE RD              ";"STE A                    ";"SNOHOMISH               ";"WA";"SNOHOMISH";"982907405";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4259999936";"";""
"JET CITY GARDENS                             ";"412639";"6020655520010002";"929 S HARNEY ST               ";"                         ";"SEATTLE                 ";"WA";"KING";"981080000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2063999221";"";""
"JEV ASSOCIATES                               ";"415944";"6033553220010001";"9485 KNAPP RD N UNIT A        ";"UNIT A                   ";"MOHLER                  ";"WA";"LINCOLN";"991545100";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JJS PRODUCTIONS                              ";"412305";"6033492670010001";"12729 QUANTUN LN              ";"BLDG 5, UNIT 20          ";"ANACORTES               ";"WA";"SKAGIT";"982218364";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3605807641";"";""
"JMR MARKETING                                ";"412367";"6033509700010001";"19020 SR 203                  ";"STE B                    ";"MONROE                  ";"WA";"SNOHOMISH";"982728873";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4259237202";"";""
"JMR SUN FARMS                                ";"412100";"6033355690010001";"5520 E CATALDO AVE            ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120913";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JMR SUN FARMS II                             ";"412279";"6033501180010001";"5504 E CATALDO AVE            ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120913";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4259416384";"";""
"JMS. CONSULTANTS                             ";"416423";"6033566100010001";"1512 CENTER ST  STE A         ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984090000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3869313174";"";""
"JOHNNY FARMS                                 ";"414153";"6033576350010001";"5045 ADAMS RD N               ";"                         ";"QUINCY                  ";"WA";"GRANT";"988489738";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5092899351";"";""
"JSH PRODUCTIONS                              ";"412251";"6033425520010001";"16315 N COUGAR LN STE A       ";"                         ";"NEWMAN LAKE             ";"WA";"SPOKANE";"990259416";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5099919660";"";""
"JSM NISQUALLY                                ";"416584";"6033579020010001";"10333 LAKE CITY WAY           ";"STE 201                  ";"SEATTLE                 ";"WA";"KING";"981257737";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"2067951518";"";""
"JUST HERB                                    ";"412651";"6033422810010002";"23930 OSO LOOP RD             ";"SUITE C                  ";"ARLINGTON               ";"WA";"SNOHOMISH";"982235399";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"JV RANCH                                     ";"416125";"6033462550010001";"90 CRAGGANMORE                ";"                         ";"GOLDENDALE              ";"WA";"KLICKITAT";"986203404";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5092506600";"";""
"JVARD                                        ";"412900";"6004976470010002";"5901 OLD THORNTON HWY STE A   ";"                         ";"THORNTON                ";"WA";"WHITMAN";"991769765";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5094783007";"";""
"K&M GROWERS                                  ";"412249";"6033421380010002";"116 B SOUTH STATE FRONTAGE RD ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988559240";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5094294007";"";""
"KAI'DRO                                      ";"413652";"6035114460010001";"9630 75TH LN SE STE B         ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985136316";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3606281400";"";""
"KALI PRODUCTS                                ";"416973";"6033903590010002";"2800 E ISAACS AVE  STE C      ";"                         ";"WALLA WALLA             ";"WA";"WALLA WALLA";"993622262";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5096297370";"";""
"KATIE GARDENS                                ";"412282";"6033503220010001";"393 JOHNSON RD STE A          ";"                         ";"LYLE                    ";"WA";"KLICKITAT";"986359527";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"KEEP IT GREEN PRODUCTIONS                    ";"417276";"6033588100010001";"10 AYERS RD BLDG 2            ";"                         ";"TWISP                   ";"WA";"OKANOGAN";"988569736";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5096791556";"";""
"KELLY GROWER                                 ";"417107";"6033558610010001";"4873 GUIDE MERIDIAN RD        ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982268082";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3605106462";"";""
"KELLY PRODUCTION AND PROCESSING              ";"413143";"6022397280010002";"606 W LONE PINE LN            ";"                         ";"DEER PARK               ";"WA";"SPOKANE";"990069133";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3605610650";"";""
"KENT BROS                                    ";"416974";"6015536530010002";"3931 UPTON RD                 ";"                         ";"PRESCOTT                ";"WA";"WALLA WALLA";"993488612";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KENT BROS                                    ";"416975";"6015536530010003";"3917 UPTON RD                 ";"                         ";"PRESCOTT                ";"WA";"WALLA WALLA";"993488612";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KETTLE RIVER CANNABIS COMPANY                ";"412866";"6033613870010001";"17 CASEYS RANCH RD            ";"                         ";"DANVILLE                ";"WA";"FERRY";"991219707";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5097790123";"";""
"KETTLE RIVER PROCESSING                      ";"416763";"6034966670010001";"18606 N HIGHWAY 21            ";"                         ";"CURLEW                  ";"WA";"FERRY";"991189651";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KHOUNCHANH FARMS                             ";"417225";"6033595850010001";"1912 CENTER ST                ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984097820";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KHUSH KUSH                                   ";"413145";"6017803970010002";"4562 MERIDIAN ST #A           ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269191";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3607152015";"";""
"KIBBLE JUNCTION                              ";"413335";"6033308610010001";"73 PIT RD STE B               ";"                         ";"BREWSTER                ";"WA";"OKANOGAN";"988129676";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"8054054510";"";""
"KIM SUE GLASS WORKS                          ";"413073";"6033469440010001";"112 ELLIE WAY                 ";"                         ";"WASHOUGAL               ";"WA";"SKAMANIA";"986710000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5033290121";"";""
"KING GREENTHUMB                              ";"415992";"6033568420010002";"3 ALTA VISTA WAY              ";"                         ";"ORONDO                  ";"WA";"DOUGLAS";"98843    ";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KITSAP SATELLITE                             ";"412583";"6033509670010001";"415 GYBE HO RD                ";"                         ";"NORDLAND                ";"WA";"JEFFERSON";"983589556";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KITTY'S CANNA CONNECTION                     ";"417185";"6034659880010001";"8305 SCHIRM RD NW             ";"STE A & B                ";"OLYMPIA                 ";"WA";"THURSTON";"985029650";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3608663808";"";""
"KLARITIE                                     ";"413115";"6021814570010002";"1102 CANNON WAY SUITE A       ";"                         ";"COLVILLE                ";"WA";"STEVENS";"991148701";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"KLARITIE FARMS, INC.                         ";"419959";"6034848450010001";"1967 HIGHWAY 395 S            ";"                         ";"CHEWELAH                ";"WA";"STEVENS";"991099708";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5096752043";"";""
"KNIGHTS HEMPLAR                              ";"412341";"6034570310010001";"1225 5TH ST EXT               ";"                         ";"HOQUIAM                 ";"WA";"GRAYS HARBOR";"985503405";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3605502668";"";""
"KNIVET ENTERPRISES                           ";"413476";"6033560640010001";"4506 MERIDIAN ST              ";"                         ";"BELLINGHAM              ";"WA";"LEWIS";"982260000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KNIVET ENTERPRISES                           ";"413477";"6033560640010002";"13026 W MCFARLANE RD          ";"STE C                    ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"990015099";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KOHL PROCESSING ENTERPRISES                  ";"416772";"6033606660010001";"234 OTTO STREET    STE R-3    ";"STE R-3                  ";"PORT TOWNSEND           ";"WA";"JEFFERSON";"983689720";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3605097460";"";""
"KOKUA SERVICES                               ";"412074";"6033106630010002";"8401 HOGUM BAY LN NE          ";"                         ";"LACEY                   ";"WA";"THURSTON";"985163125";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"8085469984";"";""
"KONABA FARMS                                 ";"413863";"6033548050010001";"26911 N MONROE RD             ";"STE B                    ";"DEER PARK               ";"WA";"SPOKANE";"990068705";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"KOUCHLOCK PRODUCTIONS                        ";"412047";"6031046500010002";"1919 E FRANCIS AVE STE B      ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992082747";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"KOUCHLOCK PRODUCTIONS                        ";"412630";"6031046500010003";"805 E HOUSTON AVE STE B       ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992085502";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KOUCHLOCK PRODUCTIONS                        ";"419150";"6031046500010004";"18001 E EUCLID AVE            ";"SUITE 1                  ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992161763";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"KOUCHLOCK PRODUCTIONS                        ";"423204";"6031046500010011";"1405 W HALF MOON RD           ";"                         ";"COLBERT                 ";"WA";"SPOKANE";"990050000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5093272777";"";""
"KOULEE KUSH                                  ";"412870";"6033727920010001";"109 S 10TH ST, SUITE B        ";"                         ";"GARFIELD                ";"WA";"WHITMAN";"991308756";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5096350194";"";""
"KUSH COMFORT FARMS                           ";"417735";"6034037690010001";"213 N STONE ST                ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992023864";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2064656257";"";""
"KUSH CREAMS                                  ";"415943";"6034712730010001";"26125 UNITED ROAD STE B       ";"                         ";"KINGSTON                ";"WA";"KITSAP";"983460000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KUSH FARMS INCORPORATED                      ";"414287";"6034087380010001";"337 PETERS ST                 ";"                         ";"RAYMOND                 ";"WA";"PACIFIC";"985772908";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"3603560329";"";""
"KUSH GARDEN                                  ";"415761";"6035238470010001";"41711 STATE RT 2              ";"#2                       ";"GOLD BAR                ";"WA";"SNOHOMISH";"982510000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"KUSH VALLEY                                  ";"416606";"6033508210010001";"5004 WEISHAAR RD E            ";"                         ";"ODESSA                  ";"WA";"LINCOLN";"991596000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5103336835";"";""
"L-TOWN ENTERPRISES                           ";"412573";"6033511380010001";"2407 TALLEY WAY               ";"                         ";"KELSO                   ";"WA";"COWLITZ";"986265514";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2065794927";"";""
"L.A.W.                                       ";"417176";"6034342200010001";"17440 MOON RD SW              ";"STE A                    ";"ROCHESTER               ";"WA";"THURSTON";"985799617";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3607916256";"";""
"LA ENTERPRISES                               ";"417019";"6034077650010001";"5258 UPPER HEDGES RD STE A    ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988018931";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2538610850";"";""
"LADERA FARMS                                 ";"417301";"6033592610010001";"570 WEBB AVE S STE A          ";"                         ";"EAST WENATCHEE          ";"WA";"DOUGLAS";"988029388";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5096696462";"";""
"LADY EARTH BOTANICALS                        ";"412552";"6033491800010001";"144 MORGAN RD # A             ";"                         ";"TOUTLE                  ";"WA";"COWLITZ";"986499734";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3607515000";"";""
"LADY EARTH BOTANICALS                        ";"412553";"6033491800010002";"144 MORGAN RD # B             ";"                         ";"TOUTLE                  ";"WA";"COWLITZ";"986499734";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"LADYHELM FARM                                ";"412372";"6033477050010001";"139 GREENACRES RD   UNIT 4    ";"UNIT 4                   ";"RIVERSIDE               ";"WA";"OKANOGAN";"988490000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2067557518";"";""
"LAGRANJA FARMS                               ";"412603";"6033457540010001";"2987 S FORK COPPEI RD STE A   ";"                         ";"WAITSBURG               ";"WA";"WALLA WALLA";"993617706";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5093370110";"";""
"LAKESIDE CANNABIS                            ";"416966";"6034858780010001";"40114 N JACKSON RD  STE A     ";"STE A                    ";"ELK                     ";"WA";"SPOKANE";"990096008";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5096387633";"";""
"LANCE'S GARDEN                               ";"412980";"6032672540010001";"11670 STATE ROUTE 28 W STE B  ";"                         ";"QUINCY                  ";"WA";"GRANT";"988489709";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4258941111";"";""
"LAND OF LIZARDS                              ";"412096";"6033413380010001";"485 STATE ROUTE 409           ";"                         ";"CATHLAMET               ";"WA";"WAHKIAKUM";"986120000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"8084792546";"";""
"LANDRACE                                     ";"419395";"6034527030010002";"5845 192N LN SW               ";"STE 102                  ";"ROCHESTER               ";"WA";"THURSTON";"985790000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2068839825";"";""
"LANDSEYE LOGISTICS                           ";"412044";"6029656910010002";"47600 SE 153RD ST STE A       ";"                         ";"NORTH BEND              ";"WA";"KING";"980458669";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"LANDSEYE LOGISTICS                           ";"414281";"6029656910010004";"8040 DAY RD W BLDG 3 UNIT 2   ";"                         ";"BAINBRIDGE ISLAND       ";"WA";"KITSAP";"981106206";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2069536260";"";""
"LANO                                         ";"416409";"6033548940010001";"12363 CLEAR CREEK RD NW STE B ";"                         ";"SILVERDALE              ";"WA";"KITSAP";"983830000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2063807345";"";""
"LAUGHING BUDDHA                              ";"417042";"6032699250010001";"13300 SE 30TH ST              ";"STE 202                  ";"BELLEVUE                ";"WA";"KING";"980050000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4252415783";"";""
"LAUGHING GRASS MARIJUANA PRODUCTION AND PROCE";"414145";"6033568170010001";"340 E MILLWRIGHT RD BLDG B    ";"                         ";"SHELTON                 ";"WA";"MASON";"985840000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"LEAPH                                        ";"417010";"6033559760010001";"1820 W VALLEY HWY N           ";"STE B                    ";"AUBURN                  ";"WA";"KING";"980011645";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"4256239575";"";""
"LEAVES OF GRASS                              ";"416693";"6033540810010002";"3902 10TH ST SE               ";"                         ";"EAST WENATCHEE          ";"WA";"DOUGLAS";"988029305";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2069207731";"";""
"LEEF                                         ";"413085";"6033318570010001";"3210 PEACE PORTAL DR          ";"                         ";"BLAINE                  ";"WA";"WHATCOM";"982308061";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2066057717";"";""
"LEETCOM LABORATORIES                         ";"416172";"6033564070010001";"225805 EAST WALTER PR SE STE A";"                         ";"KENNEWICK               ";"WA";"BENTON";"993376832";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"LEGAL BEVERAGES                              ";"412373";"6033404110010001";"909 CALIFORNIA WAY            ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986321658";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3603349400";"";""
"LEGAL GROW                                   ";"412684";"6033475920010001";"150 HIDDEN SPRINGS RD UNIT B  ";"                         ";"SHELTON                 ";"WA";"MASON";"985845302";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"LEGANJAFAIRY                                 ";"415692";"6033484560010001";"6021 E MANSFIELD AVE          ";"SUITE 700                ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4252413107";"";""
"LEGENDARY LABORATORIES, LLC                  ";"413015";"6035480310010002";"6412 E OREGON_RD, SUITE B     ";"                         ";"ELK                     ";"WA";"SPOKANE";"990099739";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"LESTER FARMS                                 ";"416996";"6033534690010002";"2870 OCEAN AVE BLDG 2         ";"                         ";"RAYMOND                 ";"WA";"PACIFIC";"985774926";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"LIBERTY REACH                                ";"412115";"6033443420010002";"17727 59TH AVE NE             ";"STE B                    ";"ARLINGTON               ";"WA";"SNOHOMISH";"982230000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"LIBERTY STREET FARM                          ";"412852";"6033513640010001";"6696 STATE ROUTE 12           ";"                         ";"OAKVILLE                ";"WA";"GRAYS HARBOR";"985689608";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"LIFE GARDENS 1                               ";"412792";"6033356330010002";"16845 UPPER BADGER POCKET RD  ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989260000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5099683051";"";""
"LIFE ROOTS                                   ";"412586";"6033508720010001";"2752 6TH AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981342102";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4259224206";"";""
"LILAC CITY GARDENS                           ";"415719";"6016367260020001";"2002 S GARFIELD RD            ";"                         ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"990010000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5099547012";"";""
"LILLY OF THE VALLEY GARDENS                  ";"412516";"6033507950010001";"34 YARNELL RD STE A           ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988559303";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5094860933";"";""
"LIT FUSE NURSERY                             ";"417513";"6033028940010001";"9444 LUNDEEN RD SW STE A      ";"                         ";"ROCHESTER               ";"WA";"THURSTON";"985799008";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3602806189";"";""
"LLIDNOC FARMS                                ";"417388";"6033563380010003";"26525 S RUPP RD #3            ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990040000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5033146150";"";""
"LLV GREEN                                    ";"415723";"6034562720010001";"28505 S CLODFELTER RD         ";"                         ";"KENNEWICK               ";"WA";"BENTON";"993389327";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"LLV GREEN                                    ";"423357";"6034562720010002";"7906 N CANYON VIEW DR NE      ";"                         ";"BENTON CITY             ";"WA";"BENTON";"993205011";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5097278103";"";""
"LM DIGITAL                                   ";"417214";"6033596900010001";"1129 ST PAUL AVE              ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984212404";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2532986568";"";""
"LOADED SODA                                  ";"417192";"6032791410010004";"420 ALASKAN WAY               ";"                         ";"CHEHALIS                ";"WA";"LEWIS";"985320000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
